French,MOSSI
"22  Et tout ce que vous demanderez dans la prière, en ayant foi, vous le recevrez+. ” ","22  Sẽn paase, bũmb ning fãa yãmb sẽn na n pʋʋs ne tẽeb n kose, y na paame.” "
"23  Or, après qu’il fut entré dans le temple, les prêtres en chef et les anciens du peuple s’avancèrent vers lui pendant qu’il enseignait, et ils dirent+ : “ Par quel pouvoir* fais-​tu ces choses ? Et qui t’a donné ce pouvoir*+ ? ”","23  Bãmb sẽn kẽ wẽnd-doogẽ wã poore, maan-kʋʋdbã taoor dãmb la nin-buiidã kãsem-dãmb waa bãmb nengẽ b sẽn zãmsd nebã wakate, n soke: “Yaa ne tõ-bʋg la yãmb maand bõn-kãensã? Ãnda n kõ yãmb tõ-kãnga?”"
"24  En réponse Jésus leur dit : “ Je vais, moi aussi, vous demander une seule chose. Si vous me la dites, moi aussi je vous dirai par quel pouvoir* je fais ces choses+.","24  A Zeezi leokame n yeele: “Ma-me na n soka yãmb bũmbu. Y sã n leok-ma, ma-me na togs yãmb mam sẽn maand bõn-kãensã ne tõog ningã:"
"25  Le baptême de Jean, d’où venait-​il ? Du ciel ou des hommes+ ? ” Mais ils se mirent à raisonner entre eux, en disant : “ Si nous disons : ‘ Du ciel ’, il nous dira : ‘ Pourquoi donc ne l’avez-​vous pas cru+ ? ’","25  Ãnda n tʋm a Zã t’a lis nebã? Yaa Wẽnnaam sẽn be saasẽ wã bɩ, bɩ yaa ninsaalbã?” La b sɩngame n yẽsd ne taab n yetẽ: “Tõnd sã n yeele: ‘Yaa Wẽnnaam sẽn be saasẽ wã,’ b na n soka tõndo: ‘Bõe yĩng masã tɩ yãmb pa tẽ-a?’"
"26  Et si nous disons : ‘ Des hommes ’, nous avons à craindre la foule+, car tous tiennent Jean pour un prophète+. ”","26  La tõnd sã n yeel tɩ ‘Yaa ninsaalbã,’ d yɛɛsda kʋʋngã sẽn tõe n maan-d bũmb ningã, bala, b fãa kɩsa sɩd t’a Zã yaa no-rɛɛsa.”"
"27  Alors, répondant à Jésus, ils dirent : “ Nous ne savons pas. ” Il leur dit à son tour : “ Moi non plus je ne vous dis pas par quel pouvoir* je fais ces choses+. ",27  Rẽ n so tɩ b leok a Zeezi yaa: “Tõnd pa mi ye.” Tɩ bãmb me yeel-ba: “Ma-me pa na n togs yãmb m sẽn maand bõn-kãensã ne tõog ningã ye. 
"28  “ Qu’en pensez-​vous ? Un homme avait deux enfants+. S’avançant vers le premier, il a dit : ‘ [Mon] enfant, va-​t’en aujourd’hui travailler à la vigne. ’","28  “Yãmb tagsg yaa bõe ne yãoã? Rao n da tar kamb a yiibu. A kẽnga pipi soabã nengẽ n yeel-a: ‘M biiga, kẽng n tɩ tʋm viyn pʋʋgẽ wã rũndã.’"
"29  En réponse celui-ci a dit : ‘ Je veux bien, monsieur+ ’, mais il n’[y] est pas allé.","29  A leokame n yeele: ‘M pa na n kẽng ye.’ La rẽ poore, a toeema yam n kẽnge."
"30  S’avançant vers le deuxième, il [lui] a dit la même chose. En réponse celui-ci a dit : ‘ Je ne veux pas. ’ Ensuite, il a eu du regret+ et il [y] est allé.","30  Ba wã kolga yiib-n-soabã n yeel yẽ me woto. Bi-kãng leokame, ‘M baaba, m na n kẽngame,’ la a pa kẽng ye."
"31  Lequel des deux a fait la volonté de [son] père+ ? ” Ils dirent : “ Le dernier. ” Jésus leur dit : “ Vraiment, je vous dis que les collecteurs d’impôts et les prostituées vous devancent dans le royaume de Dieu.","31  B yiibã sʋka, bʋg n maan a ba wã raabo?” Tɩ b leok yaa: “Pipi soabã.” T’a Zeezi yeel-ba: “Sɩd-sɩda, mam yeta yãmb tɩ yõor-yaood dɛɛgdbã ne pʋg-yoaadbã na n denga yãmb Wẽnnaam Rĩungã pʋgẽ."
"32  Car Jean est venu vers vous dans une voie de justice+, mais vous ne l’avez pas cru+. Cependant les collecteurs d’impôts et les prostituées l’ont cru+, et vous, bien que voyant [cela], vous n’avez pas eu de regret ensuite pour le croire. ","32  Bala, a Zã waa yãmb nengẽ n na n wilg-y tɩrlem sore, la yãmb pa tẽ-a ye. La yõor-yaood dɛɛgdbã ne pʋg-yoaadbã tẽ-a lame. La baa yãmb sẽn yã rẽ wã, y pa toeem yam n tẽ-a ye. "
"33  “ Entendez un autre exemple* : Il y avait un homme, un maître de maison+, qui avait planté une vigne et l’avait entourée d’une clôture, et y avait creusé un pressoir et érigé une tour+ ; puis il l’a louée à des cultivateurs et il est parti en voyage à l’étranger+.","33  “Kelg-y yel-bũnd a to: Rao sẽn yaa pʋʋg soab n da sel viyn a pʋʋgẽ, n wẽ yãgr n gũbg-a, n tuk vẽ wẽkr bok be, la a me gasgo. Rẽ poore, a rɩka pʋʋgã n gũnug koaadba, la a kẽng tẽn-zẽnga."
"34  Quand la saison des fruits est arrivée, il a envoyé ses esclaves vers les cultivateurs pour recevoir ses fruits.","34  Viyn wã wobr wakat sẽn wa n ta, a tʋma a tʋm-tʋmdb koaadbã nengẽ tɩ b tɩ reeg a pʋɩɩrã n wa."
"35  Mais les cultivateurs ont pris ses esclaves ; l’un, ils l’ont battu ; un autre, ils l’ont tué ; un troisième, ils l’ont lapidé+.","35  La koaadbã yõka tʋm-tʋmdbã n pãb a yembre, n kʋ a to, la b lob a to me kuga."
"36  De nouveau il a envoyé d’autres esclaves, plus nombreux que les premiers, mais ils leur ont fait de même+.","36  A le tʋma tʋm-tʋmdb sõor sẽn yɩɩd pipi rãmbã, la b maana bãmb me woto."
"37  Finalement, il a envoyé vers eux son fils, en disant : ‘ Ils respecteront mon fils. ’","37  Sẽn na n baase, a tʋma a bi-riblã bãmb nengẽ, n tagsdẽ yaa: ‘B na n waooga mam bi-riblã.’"
"38  En voyant le fils, les cultivateurs se sont dit entre eux : ‘ Voici l’héritier+ ; venez, tuons-​le et emparons-​nous de son héritage+ ! ’","38  Koaadbã sẽn yã bi-riblã, b goma ne taab n yeele: ‘Yaa yãoã la rogem-pʋɩɩrã soaba. Wa-y tɩ d kʋ-a n soog a rogem-pʋɩɩrã!’"
"39  Alors ils l’ont pris, l’ont jeté hors de la vigne et l’ont tué+.","39  Dẽ, b yõk-a lame n yiis viyn pʋʋgã pʋgẽ n kʋ-a."
"40  Donc, quand le propriétaire de la vigne viendra, que fera-​t-​il à ces cultivateurs ? ”","40  Woto wã, viyn pʋʋgã soab sã n wa, bõe la a na n maan koaadb-kãensã?”"
"41  Ils lui dirent : “ Parce qu’ils sont mauvais, il fera venir sur eux une destruction mauvaise+ et louera la vigne à d’autres cultivateurs qui lui rendront les fruits au moment voulu+. ” ","41  Bãmb leoka a Zeezi yaa: “B sẽn yaa nin-wẽnsã yĩnga, a na n kɩtame tɩ b ki kũ-toaaga,* la a rɩk pʋʋgã n gũnug koaadb a taab sẽn na n kõ-a biisã wakat sẽn zemse.” "
"42  Jésus leur dit : “ N’avez-​vous jamais lu dans les Écritures : ‘ La pierre que les bâtisseurs ont rejetée+, c’est elle qui est devenue la principale pierre angulaire+. C’est de Jéhovah* que cela est venu, et c’est une chose merveilleuse à nos yeux ’ ?","42  A Zeezi yeela bãmb yaa: “Yãmb zɩ n karem Gʋls-sõamyã sẽn yeel tɩ, ‘Kugr ning tãn-metbã sẽn zãgsã n lebg pãng kugri.* Rẽ yita a Zeova* nengẽ, la a yaa bõn-kãseng tõnd nifẽ’ wã la?"
43  C’est pourquoi je vous le dis : Le royaume de Dieu vous sera enlevé et sera donné à une nation qui en produira les fruits+.,"43  Rẽ n so tɩ mam yet yãmb tɩ b na n deega Wẽnnaam Rĩungã yãmb nugẽ, n kõ buud sẽn womd biis sẽn zems ne Rĩungã."
"44  De plus, celui qui tombe sur cette pierre sera brisé. Quant à celui sur qui elle tombe, elle le pulvérisera+. ” ","44  Sẽn paase, ned ning sẽn na n lʋɩ kug-kãngã zug na n kaoome. La kugrã sẽn na n lʋɩ ned ning zugu, a na n beds-a lame.” "
"45  Or, quand les prêtres en chef et les Pharisiens eurent entendu ses exemples, ils remarquèrent que c’était d’eux qu’il parlait+.","45  Maan-kʋʋdbã taoor dãmb la Fariziẽ-rãmbã sẽn wʋm yel-bũn nins a Zeezi sẽn wẽ wã, b bãngame tɩ yaa bãmb yell la b sẽn da gomdã."
"46  Mais, tout en cherchant à se saisir de lui, ils avaient peur des foules, parce que celles-ci le tenaient pour un prophète+.","46  La baa bãmb sẽn da rat n yõk a Zeezi wã, b ra yɛɛsda kʋʋngã, bala, b ra kɩsa sɩd t’a Zeezi yaa no-rɛɛsa."
"22  Et en réponse Jésus leur parla de nouveau par des exemples, en disant+ :",22  A Zeezi le goma ne bãmb ne yel-bũn n yeele:
"2  “ Le royaume des cieux est devenu semblable à un homme, un roi, qui a fait un festin de mariage+ pour son fils.",2  “D tõe n dɩka saasẽ Rĩungã n mak ne rĩm sẽn maan yi-kãadem kibs a bi-ribl yĩnga.
"3  Et il a envoyé ses esclaves pour appeler ceux qui étaient invités au festin de mariage+, mais ils ont refusé de venir+.","3  A tʋma a tʋm-tʋmdb tɩ b tɩ yeel neb nins a sẽn boolã tɩ b wa yi-kãadem kibsã, la b pa sak n na n wa ye."
"4  De nouveau il a envoyé d’autres esclaves+, en disant : ‘ Dites aux invités : “ Voyez ! J’ai préparé mon déjeuner+ ; mes taureaux et mes bêtes grasses sont tués, et tout est prêt. Venez au festin de mariage+. ” ’","4  A le tʋma tʋm-tʋmdb a taab n yeel-ba: ‘Tɩ togs-y m sẽn bool b rãmbã yaa: “Mam segla m rɩɩbã* n sa, mam kooda m lols ne m rũm-nobdse. Bũmbã fãa segl n saame. Wa-y yi-kãadmã kibsa.” ’"
"5  Mais eux, indifférents, s’en sont allés, l’un à son champ, un autre à son commerce+ ;","5  La b maana b toog kae n yi, tɩ yãoã soab kẽng a pʋʋgẽ, t’a to wã kẽng a koosem zĩigẽ."
"6  mais les autres, s’emparant de ses esclaves, les ont traités avec insolence et tués+. ","6  La sẽn ket-bã yõga a tʋm-tʋmdbã, n yaal-b la b kʋ-ba. "
7  “ Mais le roi s’est mis en colère ; il a envoyé ses armées et a détruit ces meurtriers et brûlé leur ville+.,"7  “Rĩmã sũur puugame t’a tʋm a tãp-biisã tɩ b tɩ kʋ nin-kãensã sẽn yaa nin-kʋʋdbã, la b yõog b tẽngã."
"8  Puis il a dit à ses esclaves : ‘ Oui, le festin de mariage est prêt, mais les invités n’en ont pas été dignes+.","8  Rẽ poore, a yeela a tʋm-tʋmdbã yaa: ‘Yi-kãadmã kibs segl n saame, la neb nins m sẽn da boolã pa zems b na zĩnd kibsẽ wã ye."
"9  Allez donc sur les routes menant hors de la ville, et qui que ce soit* que vous trouverez, invitez-​le au festin de mariage+. ’","9  Woto yĩnga, kẽng-y so-kãsemsã zutu, n bool ned ning fãa y sẽn na n yã t’a wa yi-kãadem kibsã.’"
"10  Alors ces esclaves sont sortis sur les routes et ils ont rassemblé tous ceux qu’ils ont trouvés, les mauvais comme les bons+ ; et la salle de noces a été remplie de gens étendus+ à table. ","10  Tʋm-tʋmdbã sɩd yii soayã zut n bool neb nins fãa b sẽn yã wã, nin-wẽns la nin-sõma, tɩ roog ning pʋgẽ b sẽn maand yi-kãadmã pid ne neb sẽn dɩte. "
"11  “ Quand le roi est entré pour examiner les convives, il a aperçu là un homme qui n’était pas revêtu d’un vêtement de mariage+.","11  “Rĩmã sẽn wa n kẽ n na n ges neb nins b sẽn boolã, a yãa rao a ye sẽn pa yer yi-kãadem fuug ye."
"12  Il lui a donc dit : ‘ Compagnon, comment es-​tu entré ici sans avoir un vêtement de mariage+ ? ’ L’autre est resté muet.","12  Rẽ la a sok-a: ‘M zoa, fo maana a wãn n kẽ ka n pa ning yi-kãadem fuugu?’ T’a pa tar a sẽn na n yɛɛlg ye."
13  Alors le roi a dit à ses serviteurs* : ‘ Liez-​le pieds et mains et jetez-​le dans les ténèbres du dehors. C’est là que seront [ses] pleurs et [ses] grincements de dents+. ’ ,"13  La rĩmã yeela a tʋm-tʋmdbã yaa: ‘Sẽb-y-yã a nusã la a naoã, n lob-a yɩng likã pʋgẽ. Yaa be la a na n yãb la a wãb a yẽna.’ "
"14  “ Car il y en a beaucoup qui sont invités, mais peu qui sont choisis+. ” ","14  “Bala, b sẽn bool b rãmbã yaa wʋsgo, la b sẽn yãk b rãmbã sõor paoodame.” "
15  Alors les Pharisiens s’en allèrent et tinrent conseil ensemble afin de le prendre au piège dans ses paroles+.,"15  La Fariziẽ-rãmbã loogame, n tɩ yẽs ne taab sẽn na yɩl n bẽd a Zeezi b goamẽ wã n yõke."
"16  Ils lui envoyèrent donc leurs disciples, avec des gens du parti d’Hérode*+, pour dire : “ Enseignant, nous savons que tu es véridique et que tu enseignes la voie de Dieu avec vérité, et que tu ne te soucies de personne, car tu ne regardes pas à l’apparence des hommes+.","16  Rẽ n so tɩ b tʋm b karen-biisã ne a Erood poorẽ dãmb tɩ b tɩ yeel bãmb yaa: “Karen-saamba, tõnd miime tɩ yãmb yaa sɩd soaba, la tɩ y zãmsda nebã Wẽnnaam sorã ne sɩda, n pa baood ninsaalb pẽgr ye. Bala, yãmb pa get ned yalẽ ye."
17  Dis-​nous donc : Qu’en penses-​tu ? Est-​il permis ou non de payer à César* l’impôt par tête+ ? ”,"17  Bɩ y togs tõnd yãmb tagsg sẽn yaa a soab wɛ! Zemsame tɩ d yao a Sezaar yõor-yaoodã bɩ, bɩ pa zemse?”"
"18  Mais Jésus, connaissant leur méchanceté, dit : “ Pourquoi me mettez-​vous à l’épreuve, hypocrites+ ?","18  La a Zeezi sẽn bãng b wẽnemã, b sok-b lame: “Pʋ-lik rãmba, bõe yĩng tɩ yãmb makd maam?"
19  Montrez-​moi la pièce [qui sert à payer] l’impôt par tête. ” Ils lui apportèrent un denier*.,19  Wilg-y maam lagf ning b sẽn tar n yaood yõor-yaoodã.” B talla deniye* a ye n wa kõ-ba.
"20  Et il leur dit : “ Cette image* et cette inscription, de qui sont-​elles+ ? ”",20  A Zeezi sok-b lame: “Yaa ãnda naand la a gʋlsem la woto?”
"21  Ils dirent : “ De César. ” Alors il leur dit : “ Rendez* donc les choses de César à César, mais les choses de Dieu à Dieu+. ”","21  Tɩ b leok yaa: “A Sezaare.” Dẽ, a Zeezi yeel-b lame: “Bɩ y kõ a Sezaar bũmb nins sẽn yaa a Sezaar dẽndã, la y kõ Wẽnnaam bũmb nins sẽn yaa Wẽnnaam dẽndã.”"
"22  Eh bien, quand ils entendirent [cela], ils s’étonnèrent, et le laissant, ils s’en allèrent+. ","22  B sẽn wʋm dẽ wã, ling-b lame tɩ b loog n bas bãmba. "
"23  Ce jour-​là, des Sadducéens, qui disent qu’il n’y a pas de résurrection*, s’avancèrent vers lui et lui demandèrent+ :","23  Baraare, Sadiseẽ-rãmbã sẽn yet tɩ kũum vʋʋgr ka be wã waame, n sok bãmb yaa:"
"24  “ Enseignant, Moïse a dit : ‘ Si un homme meurt sans avoir d’enfants, son frère doit épouser sa femme et susciter une descendance à son frère+. ’","24  “Karen-saamba, a Moyiiz yeelame: ‘Rao sã n ki n pa paam kamba, a ba-biigã segd n dɩka a pagã, n dog kamb n kõ kiidã.’"
"25  Or il y avait parmi nous sept frères ; et le premier s’est marié, est décédé et, comme il n’avait pas de descendance, il a laissé sa femme à son frère+.","25  La ba-biis a yopoe n da be ne tõndo. Pipi soabã kẽe kãadem, n maan kaalem. La a sẽn pa paam biigã, a ba-biigã rɩka a pagã."
"26  Il en a été de même aussi pour le deuxième, et pour le troisième, et ainsi pour tous les sept+.","26  Yɩɩ woto ne yiib-n-soabã la tãab-n-soabã, hal n tãag yopoe-n-soabã."
"27  La dernière de tous, la femme est morte.","27  Sẽn na n baase, pagã me kiime."
"28  À la résurrection, duquel des sept sera-​t-​elle donc la femme ? Car tous l’ont eue+. ” ","28  Woto wã, yopoe wã sʋka, ãnda n na n soog pagã kũum vʋʋgrã sasa? Bala, b fãa rɩk-a lame n maan b paga.” "
"29  En réponse Jésus leur dit : “ Vous êtes dans l’erreur, parce que vous ne connaissez ni les Écritures ni la puissance de Dieu+ ;","29  A Zeezi leok-b lame n yeele: “Yãmb tudgame, bala, yãmb pa mi Gʋls-sõamyã, la y pa mi Wẽnnaam pãngã me ye."
"30  car à la résurrection les hommes ne se marient pas et les femmes ne sont pas données en mariage+, mais ils sont comme des anges dans le ciel.","30  Kũum vʋʋgrã sasa, rapã pa kẽed kãadem, la b pa kõt pagb sɩdb me ye. B yaa wa malɛgsã sẽn be saasẽ wã."
"31  Pour ce qui est de la résurrection des morts, n’avez-​vous pas lu ce qui a été prononcé à votre adresse par Dieu, quand il a dit+ :","31  La sã n yaa ne kũum vʋʋgrã yelle, yãmb pa karem Wẽnnaam sẽn gome, n yeel yãmba:"
"32  ‘ Je suis le Dieu d’Abraham et le Dieu d’Isaac et le Dieu de Jacob+ ’ ? Il est le Dieu*, non pas des morts, mais des vivants+. ”","32  ‘Mam yaa a Abrahaam Wẽnnaam, n yaa a Izaak Wẽnnaam, n le yaa a Zakoob Wẽnnaamã’ la? Bãmb pa kũ-rãmb Wẽnnaam ye. B yaa nin-vɩɩs Wẽnnaam.”"
"33  En entendant [cela], les foules étaient frappées de son enseignement+. ","33  Kʋʋngã sẽn wʋm dẽ, a Zeezi sẽn zãmsd nebã to-to wã ling-b-la wʋsgo. "
"34  Après que les Pharisiens eurent appris qu’il avait réduit au silence les Sadducéens, ils se réunirent en un seul groupe.","34  Fariziẽ-rãmbã sẽn wʋm tɩ bãmb gom n luba Sadiseẽ-rãmbã, b tigma taab n wa."
"35  Et l’un d’eux, qui était versé dans la Loi+, lui demanda pour le mettre à l’épreuve :","35  La b sʋkã, ned a yembr sẽn yaa Tõogã karen-saamb soka bãmb sokr n na n mak bãmba. A sokame yaa:"
"36  “ Enseignant, quel est le plus grand commandement dans la Loi+ ? ”","36  “Karen-saamba, Tõogã noyã sʋka, bʋg n yaa kãseng n yɩɩda?”"
"37  Il lui dit : “ ‘ Tu dois aimer Jéhovah* ton Dieu de tout ton cœur, et de toute ton âme, et de toute ta pensée+. ’","37  Bãmb leoka yẽnda: “ ‘Fo tog n nonga a Zeova* sẽn yaa fo Wẽnnaamã ne f sũurã fãa, ne f sɩɩgã* fãa, la ne f yamã fãa.’"
38  C’est là le plus grand et le premier commandement.,"38  Yãoã la noor ning sẽn yaa kãseng n yɩɩdã, n yaa pipi noore."
"39  Le deuxième, qui lui est semblable, est celui-ci : ‘ Tu dois aimer ton prochain comme toi-​même+. ’",39  Yiib-n-soabã wõnda yẽnda. A yetame: ‘Fo tog n nonga f to wa f menga.’
"40  À ces deux commandements toute la Loi est suspendue, ainsi que les Prophètes+. ” ",40  Tõogã fãa ne no-rɛɛsdbã goamã tika no-kãensã b yiibã zutu.” 
"41  Or, tandis que les Pharisiens se trouvaient rassemblés, Jésus leur demanda+ :","41  La Fariziẽ-rãmbã sẽn da ket n be be wã, a Zeezi sok-b lame yaa:"
42  “ Que pensez-​vous du Christ ? De qui est-​il le fils ? ” Ils lui dirent : “ De David+. ”,42  “Yãmb tagsg yaa bõe ne Kiristã? B yaa ãnda biiga?” Tɩ b leok n yeele: “A Davɩɩde.”
"43  Il leur dit : “ Comment donc se fait-​il que David par inspiration*+ l’appelle ‘ Seigneur ’, quand il dit :","43  T’a Zeezi sok-ba: “La maana wãn tɩ Wẽnnaam vẽneg a Davɩɩd t’a bool Kiristã t’a Zu-soaba, n yeele,"
44  ‘ Jéhovah* a dit à mon Seigneur : “ Assieds-​toi à ma droite jusqu’à ce que je mette tes ennemis sous tes pieds+ ” ’ ?,"44  ‘A Zeova* yeela mam Zu-soabã yaa: “Zĩnd mam nug-rɩtgo, n tãag m sẽn na n ning f bɛɛbã f naoã tẽngre” ’?"
"45  Si donc David l’appelle ‘ Seigneur ’, comment est-​il son fils+ ? ”","45  A Davɩɩd sã n boond bãmb t’a Zu-soaba, b yɩta wãn n yɩ a biiga?”"
"46  Et nul ne put lui répondre un mot, et personne, depuis ce jour-​là, n’osa plus l’interroger+.","46  La ned pa tõog n leok bãmb tɩ bũmb ye. La daar-n-kãng tɛka, ned baa ye pa le saag n sok bãmb sokr ye."
"23  Alors Jésus parla aux foules et à ses disciples+, en disant :","23  Dẽ, a Zeezi goma ne kʋʋngã la ne b karen-biisã n yeele:"
2  “ Les scribes+ et les Pharisiens se sont assis sur le siège de Moïse+.,2  “Gʋlsdbã ne Fariziẽ-rãmbã zĩnda a Moyiiz zaoorẽ.
"3  Donc, tout ce qu’ils vous disent+, faites-​le et observez-​le, mais ne faites pas selon leurs actions+, car ils disent mais n’accomplissent pas.","3  Woto wã, bɩ y sak bũmb nins fãa b sẽn yet yãmbã la y tũ, la y ra maan wa bãmb ye. Bala, b gomdame la b pa tũud bũmb nins b sẽn yetã ye."
"4  Ils lient de lourdes charges et les posent sur les épaules des hommes+, mais eux-​mêmes ne veulent pas les bouger du doigt+.","4  Bãmb sẽbda zɩɩb sẽn yaa zɩsd n palgd nebã bãgdo, la b mens yaool n pa rat n sɩɩs-b ne b nug-bil ye."
"5  Toutes les œuvres qu’ils font, ils les font pour être vus des hommes+ ; car ils élargissent les boîtes [renfermant des passages de l’Écriture+ et] qu’ils portent comme des moyens de protection*, et ils agrandissent les franges*+ [de leurs vêtements].","5  Bũmb nins fãa b sẽn maandã, b maanda nebã gesg yĩnga. Bala, b maanda tʋgd nins b sẽn ningd Gʋls-sõamyã goamã tɩ yaa yalemse, n sẽbd rẽ n tẽed tɩ kogend-b lame, la b maand b futã noy zerdã wogdo."
"6  Ils aiment la place la plus en vue+ dans les repas* et les premiers sièges dans les synagogues+,","6  Bãmb nonga naam zĩis tigã zĩisẽ, la taoor zĩis* karen-dotẽ wã."
7  les salutations+ sur les places de marché* et à être appelés Rabbi* par les hommes+.,"7  B ratame tɩ nebã pʋʋsd bãmb raasã pʋsẽ, la b boond-b tɩ Rabi.*"
"8  Mais vous, ne vous faites pas appeler Rabbi, car un seul est votre enseignant+, tandis que vous êtes tous frères.","8  La sã n yaa ne yãmba, ra sak-y tɩ ned bool yãmb tɩ Rabi* ye. Bala, nin-yɛng bal n yaa yãmb Karen-saamba, tɩ yãmb fãa yaa saam-biisi."
"9  En outre, n’appelez personne votre père sur la terre, car un seul est votre Père+, le Céleste.","9  Sẽn paase, ra bool-y ned baa a ye tẽngã zug tɩ y ba ye. Bala, yãmb Ba yaa a yembre, Soab ning sẽn be saasẽ wã."
"10  Ne vous faites pas non plus appeler ‘ conducteurs+ ’, car un seul est votre Conducteur*, le Christ.","10  Ra sak-y me tɩ b bool yãmb tɩ taoor dãmba, bala, yãmb Taoor soab yaa a yembre: Yaa Kiristã."
11  Mais le plus grand parmi vous doit être votre serviteur*+.,11  La ned ning sẽn yaa kãseng n yɩɩd yãmb sʋkã segd n yɩɩ yãmb tʋm-tʋmda.
"12  Quiconque s’élève sera humilié+, et quiconque s’humilie sera élevé+. ","12  Ned ning sẽn zẽkd a menga, b na n sik-a lame, la ned ning sẽn sikd a menga, b na n zẽk-a lame. "
"13  “ Malheur à vous, scribes et Pharisiens, hypocrites ! parce que vous fermez+ le royaume des cieux devant les hommes ; car vous+, vous n’entrez pas, et ceux qui entrent, vous ne leur permettez pas d’entrer.","13  “Yãmb a gʋlsdbã ne Fariziẽ-rãmbã sẽn yaa pʋ-lik rãmbã, yãmb na n paama toogo! Yãmb sẽn pag saasẽ Rĩungã nebã taoorã yĩnga. Bala, yãmb mensã pa kẽede, la y pa basd neb nins sẽn datã tɩ b kẽ ye."
14 * —— ,14  *—⁠—⁠ 
"15  “ Malheur à vous, scribes et Pharisiens, hypocrites+ ! parce que vous parcourez la mer et la terre ferme pour faire un seul prosélyte*, et lorsqu’il l’est devenu, vous en faites quelqu’un qui est exposé à aller dans* la géhenne* deux fois plus que vous. ","15  “Yãmb a gʋlsdbã ne Fariziẽ-rãmbã sẽn yaa pʋ-lik rãmbã, yãmb na n paama toogo! Bala, yãmb togda sor n dʋʋgd mogr la y saagd zĩig fãa sẽn na yɩl n paam ned sẽn na n tuub n sak* yãmb karengã. La y sã n paam ned a woto, y maandame t’a zems ne Zeyɛn* n yɩɩd yãmb mensã naoor a yiibu. "
"16  “ Malheur à vous, guides aveugles+, qui dites : ‘ Si quelqu’un jure par le temple*, ce n’est rien ; mais si quelqu’un jure par l’or du temple, il est tenu+. ’","16  “Yãmb sẽn yaa taoor lʋɩtb sẽn yaa zoensã, y na n paama toogo. Yãmb yetame: ‘Ned sã n wẽen ne wẽnd-doogã, pa yell ye. La ned sã n wẽen ne sãnemã sẽn be wẽnd-doogẽ wã, a segd n pidsa a wẽenegã.’"
"17  Fous et aveugles ! Quel est, en effet, le plus grand, l’or ou le temple qui a sanctifié l’or+ ?","17  Yam-koees rãmb la zoense! Sɩd-sɩda, bʋg n tar yõod n yɩɩda? Sãnemã bɩ, bɩ wẽnd-doogã sẽn kɩt tɩ sãnemã lebg sõngã?"
"18  Encore : ‘ Si quelqu’un jure par l’autel, ce n’est rien ; mais si quelqu’un jure par le don qui est dessus, il est tenu. ’","18  Yãmb yetame me: ‘Ned sã n wẽen ne tẽn-kugrã, pa yell ye. La ned sã n wẽen ne kũunã sẽn be tẽn-kugrã zugã, a segd n pidsa a wẽenegã.’"
"19  Aveugles ! Quel est, en effet, le plus grand, le don ou l’autel+ qui sanctifie le don ?","19  Zoense! Sɩd-sɩda, bʋg n tar yõod n yɩɩda? Kũunã bɩ, bɩ tẽn-kugrã sẽn kɩt tɩ kũunã lebg sõngã?"
"20  Donc, celui qui jure par l’autel jure par lui et par tout ce qui est dessus ;","20  Woto wã, ned sã n wẽen ne tẽn-kugrã, a wẽenda ne tẽn-kugrã la ne bũmb nins fãa sẽn be a zugã me."
21  et celui qui jure par le temple jure par lui et par celui qui l’habite+ ;,"21  La ned sã n wẽen ne wẽnd-doogã, a wẽenda ne wẽnd-doogã la ne Soab ning sẽn be a pʋgẽ wã me."
22  et celui qui jure par le ciel jure par le trône de Dieu+ et par celui qui y siège. ,"22  Sẽn paase, ned sã n wẽen ne saasã, a wẽenda ne Wẽnnaam geerã la ne Soab ning sẽn zao a zugã me. "
"23  “ Malheur à vous, scribes et Pharisiens, hypocrites ! parce que vous donnez le dixième+ de la menthe et de l’aneth et du cumin, mais que vous avez laissé les points les plus importants de la Loi, à savoir la justice+ et la miséricorde+ et la fidélité*+. Ce sont ces choses-​ci qu’il fallait faire, sans laisser les autres choses.","23  “Yãmb a gʋlsdbã ne Fariziẽ-rãmbã sẽn yaa pʋ-lik rãmbã, yãmb na n paama toogo! Bala yãmb kõta mante, anɛt la kumẽ piig-pʋɩɩre, la yãmb pa sakd Tõogã bũmb nins sẽn tar yõod n yɩɩdã, sẽn yaa tɩrlem, nimbãan-zoeer la kɩs-sɩdã ye. Yaa tɩlɛ tɩ y maan bõn-kãensã, la y pa segd n bas bũmb a taabã me ye."
"24  Guides aveugles+, qui filtrez le moustique*+ mais avalez le chameau+ ! ","24  Taoor lʋɩtb sẽn yaa zoense, yãmb yoogda rũmpigli, n yaool n vend yʋgemde! "
"25  “ Malheur à vous, scribes et Pharisiens, hypocrites ! parce que vous purifiez l’extérieur de la coupe+ et du plat, mais à l’intérieur ils sont pleins de pillage+ et d’excès.","25  “Yãmb a gʋlsdbã ne Fariziẽ-rãmbã sẽn yaa pʋ-lik rãmbã, yãmb na n paama toogo! Bala, yãmb nedgda laasã poɛyã, la b pʋsã pida ne yão-beed* la yĩngã ratem sakre."
"26  Pharisien aveugle+, purifie d’abord l’intérieur de la coupe+ et du plat, pour que l’extérieur aussi devienne pur. ","26  Fariziẽ sẽn yaa zoanga, reng n nedg laasã pʋse, tɩ b poɛyã me yɩ yɩlma. "
